sampling_method,model,summary,HARS,Balance,[14]
SMOTEENN,xgboost,mean,0.923521581419021,0.915876966271431,
SMOTEENN,xgboost,median,0.951089597640903,0.944968592657889,
SMOTEENN,xgboost,std,0.0725964074692711,0.0707789755109474,
SMOTEENN,mlp,mean,0.90840257195847,0.90913969843726,
SMOTEENN,mlp,median,0.937831876203379,0.931379536771477,
SMOTEENN,mlp,std,0.0838343054666766,0.0709940790961836,
SMOTEENN,knn,mean,0.919447403700704,0.889192780225996,
SMOTEENN,knn,median,0.923050960068362,0.88593071470582,
SMOTEENN,knn,std,0.0638423131223073,0.0819182958608368,
SMOTEENN,dt,mean,0.899034067560011,0.899988530996177,
SMOTEENN,dt,median,0.910663808913798,0.918362802708692,
SMOTEENN,dt,std,0.0795006268035364,0.0757309812157801,
SMOTEENN,rf,mean,0.933256434174234,0.93280182799992,
SMOTEENN,rf,median,0.953602249386087,0.945942836129749,
SMOTEENN,rf,std,0.0640630668600314,0.0567423714969414,
SMOTEENN,svmlinear,mean,0.889469569365279,0.879757011796034,
SMOTEENN,svmlinear,median,0.912539497354782,0.883891568050261,
SMOTEENN,svmlinear,std,0.114619742626477,0.0965930809324668,
SMOTEENN,svmrbf,mean,0.925737905603006,0.921798924906031,
SMOTEENN,svmrbf,median,0.938402841773504,0.931279536589664,
SMOTEENN,svmrbf,std,0.0683786544896344,0.0620828437861151,
SMOTEENN,lr,mean,0.884497293380668,0.880129185874131,
SMOTEENN,lr,median,0.904213249640644,0.886083567790132,
SMOTEENN,lr,std,0.113135240426677,0.0956307494939294,
SMOTE,xgboost,mean,0.923521581419021,0.928193333248428,0.926182676531073
SMOTE,xgboost,median,0.951089597640903,0.951662383707085,0.949653013778525
SMOTE,xgboost,std,0.0725964074692711,0.0618615539938421,0.070363509707289
SMOTE,mlp,mean,0.90840257195847,0.9165693217183,0.91633722905824
SMOTE,mlp,median,0.937831876203379,0.927929354047073,0.936942038104374
SMOTE,mlp,std,0.0838343054666766,0.0699096543732632,0.0677454684209537
SMOTE,knn,mean,0.919447403700704,0.903433114690577,0.912762455605302
SMOTE,knn,median,0.923050960068362,0.89483563702899,0.913446609607911
SMOTE,knn,std,0.0638423131223073,0.0769654779817808,0.0722267907914006
SMOTE,dt,mean,0.899034067560011,0.900319431592185,0.902943937913249
SMOTE,dt,median,0.910663808913798,0.912319466473766,0.916469873375324
SMOTE,dt,std,0.0795006268035364,0.0778352302413024,0.0782820754632524
SMOTE,rf,mean,0.933256434174234,0.942057350938169,0.943133532596884
SMOTE,rf,median,0.953602249386087,0.95638284708083,0.954583710185966
SMOTE,rf,std,0.0640630668600314,0.0519324028243697,0.0536221908185264
SMOTE,svmlinear,mean,0.889469569365279,0.883816711273141,0.892788834823881
SMOTE,svmlinear,median,0.912539497354782,0.899739777736475,0.905360310591031
SMOTE,svmlinear,std,0.114619742626477,0.0987929710212331,0.0924302650229288
SMOTE,svmrbf,mean,0.925737905603006,0.933481793646553,0.940226565541152
SMOTE,svmrbf,median,0.938402841773504,0.938851110842937,0.941845186013802
SMOTE,svmrbf,std,0.0683786544896344,0.0528791891833716,0.046421228017982
SMOTE,lr,mean,0.884497293380668,0.882788243076939,0.89229975787765
SMOTE,lr,median,0.904213249640644,0.896548969105429,0.89816783202616
SMOTE,lr,std,0.113135240426677,0.0982886364024117,0.0905926903591222
ADASYN,xgboost,mean,0.924223845494234,0.922429624760007,0.926747905118926
ADASYN,xgboost,median,0.951089597640903,0.952825843718418,0.953492559254652
ADASYN,xgboost,std,0.0731714554181779,0.0737172438292231,0.0688028565512177
ADASYN,mlp,mean,0.908525807450292,0.905846040892485,0.910162701968505
ADASYN,mlp,median,0.937831876203379,0.932526907137608,0.937058330737679
ADASYN,mlp,std,0.0839570100607213,0.0770843672139376,0.0754659604400539
ADASYN,knn,mean,0.919447403700704,0.892866481346864,0.901454431636656
ADASYN,knn,median,0.923050960068362,0.889100620552247,0.898837859812554
ADASYN,knn,std,0.0638423131223073,0.0852407932620907,0.0797301280296276
ADASYN,dt,mean,0.899428465882037,0.900599678519265,0.903104393288809
ADASYN,dt,median,0.910663808913798,0.925213552611863,0.922625807122071
ADASYN,dt,std,0.0798939176985862,0.0832448836865741,0.0822897649772224
ADASYN,rf,mean,0.933564299927421,0.934933008578408,0.940406638700878
ADASYN,rf,median,0.953602249386087,0.955845626120213,0.956065905249155
ADASYN,rf,std,0.0643751119375435,0.0624455070216753,0.0562501292221371
ADASYN,svmlinear,mean,0.889747979894259,0.861950235305743,0.881923140332197
ADASYN,svmlinear,median,0.912539497354782,0.880162858825495,0.891991190680646
ADASYN,svmlinear,std,0.114880026171651,0.119930649557982,0.100286382072217
ADASYN,svmrbf,mean,0.926016316131986,0.913624433423334,0.933244796209669
ADASYN,svmrbf,median,0.938402841773504,0.933202851481859,0.942817381262358
ADASYN,svmrbf,std,0.0686612891734761,0.0816960919829581,0.0572018245833984
ADASYN,lr,mean,0.884944364398345,0.862100624155946,0.883507817176642
ADASYN,lr,median,0.904213249640644,0.880480979690467,0.894027373644458
ADASYN,lr,std,0.113554593770385,0.118923267562167,0.0988084873747956
RandomOverSampler,xgboost,mean,0.923521581419021,0.925696742177937,0.925841042137949
RandomOverSampler,xgboost,median,0.951089597640903,0.949765946542295,0.94834520489715
RandomOverSampler,xgboost,std,0.0725964074692711,0.0673047590927711,0.0667648396509818
RandomOverSampler,mlp,mean,0.90840257195847,0.911372719769148,0.915761257570109
RandomOverSampler,mlp,median,0.937831876203379,0.936771273321481,0.934638497072491
RandomOverSampler,mlp,std,0.0838343054666766,0.0765664623739102,0.0680807151961614
RandomOverSampler,knn,mean,0.919447403700704,0.904088115264859,0.907069764265107
RandomOverSampler,knn,median,0.923050960068362,0.909305494592597,0.908115527238734
RandomOverSampler,knn,std,0.0638423131223073,0.0757731829817427,0.0748599296102797
RandomOverSampler,dt,mean,0.899034067560011,0.901241426828571,0.900532601751445
RandomOverSampler,dt,median,0.910663808913798,0.913982179643966,0.914939190504901
RandomOverSampler,dt,std,0.0795006268035364,0.0771660876523068,0.0772068194921742
RandomOverSampler,rf,mean,0.933256434174234,0.936518935646861,0.939093773808188
RandomOverSampler,rf,median,0.953602249386087,0.956837240511004,0.957211286703144
RandomOverSampler,rf,std,0.0640630668600314,0.0609376594977169,0.0587440636905713
RandomOverSampler,svmlinear,mean,0.889469569365279,0.872363057673098,0.88847639275189
RandomOverSampler,svmlinear,median,0.912539497354782,0.872097540244527,0.89561294388442
RandomOverSampler,svmlinear,std,0.114619742626477,0.108606404329189,0.0946050906125465
RandomOverSampler,svmrbf,mean,0.925737905603006,0.929565645268992,0.936294710728094
RandomOverSampler,svmrbf,median,0.938402841773504,0.938390572464954,0.941292065902499
RandomOverSampler,svmrbf,std,0.0683786544896344,0.0580891842153805,0.0502937114528765
RandomOverSampler,lr,mean,0.884497293380668,0.875713467876372,0.889315722543589
RandomOverSampler,lr,median,0.904213249640644,0.883229664060726,0.894744467920624
RandomOverSampler,lr,std,0.113135240426677,0.106641681462836,0.0934693485239809
SMOTETomek,xgboost,mean,0.923521581419021,0.927932939669059,
SMOTETomek,xgboost,median,0.951089597640903,0.952002456254475,
SMOTETomek,xgboost,std,0.0725964074692711,0.0623667682059859,
SMOTETomek,mlp,mean,0.90840257195847,0.914603274710203,
SMOTETomek,mlp,median,0.937831876203379,0.927992778982804,
SMOTETomek,mlp,std,0.0838343054666766,0.071239507519903,
SMOTETomek,knn,mean,0.919447403700704,0.903220844915233,
SMOTETomek,knn,median,0.923050960068362,0.89483563702899,
SMOTETomek,knn,std,0.0638423131223073,0.0770457725650853,
SMOTETomek,dt,mean,0.899034067560011,0.902592683615676,
SMOTETomek,dt,median,0.910663808913798,0.911202197715377,
SMOTETomek,dt,std,0.0795006268035364,0.0742605428604235,
SMOTETomek,rf,mean,0.933256434174234,0.941521085002071,
SMOTETomek,rf,median,0.953602249386087,0.957189828695181,
SMOTETomek,rf,std,0.0640630668600314,0.0525987527634472,
SMOTETomek,svmlinear,mean,0.889469569365279,0.883912390560369,
SMOTETomek,svmlinear,median,0.912539497354782,0.899739777736475,
SMOTETomek,svmlinear,std,0.114619742626477,0.0987103209976759,
SMOTETomek,svmrbf,mean,0.925737905603006,0.933277686206798,
SMOTETomek,svmrbf,median,0.938402841773504,0.937900986749292,
SMOTETomek,svmrbf,std,0.0683786544896344,0.0531288615967609,
SMOTETomek,lr,mean,0.884497293380668,0.882317237116868,
SMOTETomek,lr,median,0.904213249640644,0.895441647015043,
SMOTETomek,lr,std,0.113135240426677,0.0984254278263909,
ClusterCentroids,xgboost,mean,0.923521581419021,0.822360427510749,
ClusterCentroids,xgboost,median,0.951089597640903,0.878387846049972,
ClusterCentroids,xgboost,std,0.0725964074692711,0.188345943829951,
ClusterCentroids,mlp,mean,0.90840257195847,0.851256910829516,
ClusterCentroids,mlp,median,0.937831876203379,0.88396442874587,
ClusterCentroids,mlp,std,0.0838343054666766,0.126532487614647,
ClusterCentroids,knn,mean,0.919447403700704,0.837681037109601,
ClusterCentroids,knn,median,0.923050960068362,0.877934640009973,
ClusterCentroids,knn,std,0.0638423131223073,0.155213104888087,
ClusterCentroids,dt,mean,0.899034067560011,0.782045796578252,
ClusterCentroids,dt,median,0.910663808913798,0.830577755184265,
ClusterCentroids,dt,std,0.0795006268035364,0.186201329579786,
ClusterCentroids,rf,mean,0.933256434174234,0.860924619440305,
ClusterCentroids,rf,median,0.953602249386087,0.912093054738426,
ClusterCentroids,rf,std,0.0640630668600314,0.161211690430118,
ClusterCentroids,svmlinear,mean,0.889469569365279,0.84934196337918,
ClusterCentroids,svmlinear,median,0.912539497354782,0.859511037650336,
ClusterCentroids,svmlinear,std,0.114619742626477,0.140052755248838,
ClusterCentroids,svmrbf,mean,0.925737905603006,0.906205205582702,
ClusterCentroids,svmrbf,median,0.938402841773504,0.925986999901939,
ClusterCentroids,svmrbf,std,0.0683786544896344,0.0916989337288674,
ClusterCentroids,lr,mean,0.884497293380668,0.845824111344366,
ClusterCentroids,lr,median,0.904213249640644,0.872918694177484,
ClusterCentroids,lr,std,0.113135240426677,0.138901835128565,
RandomUnderSampler,xgboost,mean,0.923521581419021,0.837844123278582,
RandomUnderSampler,xgboost,median,0.951089597640903,0.869816124668971,
RandomUnderSampler,xgboost,std,0.0725964074692711,0.134920943769451,
RandomUnderSampler,mlp,mean,0.90840257195847,0.818352421979197,
RandomUnderSampler,mlp,median,0.937831876203379,0.84713410963548,
RandomUnderSampler,mlp,std,0.0838343054666766,0.140628507411757,
RandomUnderSampler,knn,mean,0.919447403700704,0.838148362416723,
RandomUnderSampler,knn,median,0.923050960068362,0.847105921608567,
RandomUnderSampler,knn,std,0.0638423131223073,0.125449534218038,
RandomUnderSampler,dt,mean,0.899034067560011,0.820414998495144,
RandomUnderSampler,dt,median,0.910663808913798,0.850512908238814,
RandomUnderSampler,dt,std,0.0795006268035364,0.147997448322819,
RandomUnderSampler,rf,mean,0.933256434174234,0.878119609025629,
RandomUnderSampler,rf,median,0.953602249386087,0.912431281235418,
RandomUnderSampler,rf,std,0.0640630668600314,0.118345624104314,
RandomUnderSampler,svmlinear,mean,0.889469569365279,0.850440518748924,
RandomUnderSampler,svmlinear,median,0.912539497354782,0.867619674329395,
RandomUnderSampler,svmlinear,std,0.114619742626477,0.131195370739704,
RandomUnderSampler,svmrbf,mean,0.925737905603006,0.873465214688425,
RandomUnderSampler,svmrbf,median,0.938402841773504,0.899518098979144,
RandomUnderSampler,svmrbf,std,0.0683786544896344,0.108496663540481,
RandomUnderSampler,lr,mean,0.884497293380668,0.849901125060781,
RandomUnderSampler,lr,median,0.904213249640644,0.862458730204302,
RandomUnderSampler,lr,std,0.113135240426677,0.129617700814152,
SMOTEENN,all_models,mean,0.910420853395174,0.903585615813372,
SMOTEENN,all_models,median,0.930217745433545,0.922478605268618,
SMOTEENN,all_models,std,0.0849521490599328,0.0783731016581758,
SMOTE,all_models,mean,0.910420853395174,0.911332412523036,0.915834373743429
SMOTE,all_models,median,0.930217745433545,0.929128021430432,0.932153761254687
SMOTE,all_models,std,0.0849521490599328,0.0771253502334929,0.0741150591678354
ADASYN,all_models,mean,0.91073731035991,0.899293765872757,0.910068978054035
ADASYN,all_models,median,0.930217745433545,0.926401612875285,0.931759074661273
ADASYN,all_models,std,0.0852342822128976,0.0917761697656841,0.0802354436492984
RandomOverSampler,all_models,mean,0.910420853395174,0.90707001381323,0.912798158194546
RandomOverSampler,all_models,median,0.930217745433545,0.929841077749406,0.929775686842247
RandomOverSampler,all_models,std,0.0849521490599328,0.0825852603809422,0.0754879593058075
SMOTETomek,all_models,mean,0.910420853395174,0.911172267724535,
SMOTETomek,all_models,median,0.930217745433545,0.928231815781269,
SMOTETomek,all_models,std,0.0849521490599328,0.0769179054552981,
ClusterCentroids,all_models,mean,0.910420853395174,0.844455008971834,
ClusterCentroids,all_models,median,0.930217745433545,0.892064221750797,
ClusterCentroids,all_models,std,0.0849521490599328,0.152468355455614,
RandomUnderSampler,all_models,mean,0.910420853395174,0.845835796711676,
RandomUnderSampler,all_models,median,0.930217745433545,0.874633622445094,
RandomUnderSampler,all_models,std,0.0849521490599328,0.129526099227576,
